Country,Sector,Region,Sub-Region,ATC2,Corporation,Molecule List,Int-Product,NFC123,Int-Pack,Int-Strength,Int-Pack Size,Innovation Insights,Standard Units 2018-07,Standard Units 2019-07,Standard Units 2020-07,US$ MNF 2018-07,US$ MNF 2019-07,US$ MNF 2020-07,KG 2018-07,KG 2019-07,KG 2020-07
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,266400.0,153660.0,120810.0,695382.0,265426.0,279296.0,2.8346,1.6349000000000005,1.2854999999999999
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AKORN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AKRN,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,266460.0,269190.0,245730.0,396540.0,269686.0,298685.0,0.7086000000000001,0.7161,0.6537000000000001
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AKORN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AKRN,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,1371510.0,2204460.0,1598610.0,3072651.0,5115975.0,3150462.0,14.592799999999997,23.4556,17.0093
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,ALVOGEN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  ALVO,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 1,4MG+1MG,1,UNBRANDED PRODUCTS,,,2251.0,,,8654.0,,,0.0119
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,ALVOGEN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  ALVO,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,10155990.0,59726790.0,,43609194.0,192672418.0,,108.0598,635.4931000000001
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AMNEAL PHARM,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AMNE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,2920110.0,1555710.0,1272810.0,3527152.0,2854697.0,1341976.0,7.7674,4.138199999999999,3.3857999999999997
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AMNEAL PHARM,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AMNE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,28282620.0,11562090.0,9170760.0,55868251.0,24962399.0,13647400.0,300.9269,123.02080000000001,97.577
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AV KARE,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVKA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,2640.0,,,12193.0,,,0.0071,,
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AV KARE,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVKA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,33870.0,900.0,,276307.0,7120.0,,0.36029999999999995,0.009600000000000001,
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AVPAK,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVPA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 50,2MG+500Y,50,UNBRANDED PRODUCTS,1400.0,10450.0,900.0,5130.0,27685.0,2677.0,0.0036999999999999997,0.0277,0.0023
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AVPAK,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVPA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 50,8MG+2MG,50,UNBRANDED PRODUCTS,349850.0,170250.0,129000.0,1248658.0,617640.0,441245.0,3.7225,1.8114,1.3726
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,BIODELIVERY SCI,BUPRENORPHINE!NALOXONE,BUNAVAIL,ADY OTH SPEC FRMS,OTH SPC FORM 2.1MG+300Y 30,2.1MG+300Y,30,NON ORIGINAL BRANDED PRODUCTS,141930.0,100170.0,81660.0,1047240.0,735146.0,646003.0,0.36460000000000004,0.2571,0.2099
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,BIODELIVERY SCI,BUPRENORPHINE!NALOXONE,BUNAVAIL,ADY OTH SPEC FRMS,OTH SPC FORM 4.2MG+700Y 30,4.2MG+700Y,30,NON ORIGINAL BRANDED PRODUCTS,1581450.0,1135080.0,426810.0,11657411.0,8359495.0,3361263.0,8.2806,5.9434,2.2348
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,BIODELIVERY SCI,BUPRENORPHINE!NALOXONE,BUNAVAIL,ADY OTH SPEC FRMS,OTH SPC FORM 6.3MG+1MG 30,6.3MG+1MG,30,NON ORIGINAL BRANDED PRODUCTS,227190.0,148740.0,97620.0,3345923.0,2154015.0,1549549.0,1.7729000000000001,1.1605999999999999,0.762
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,UNBRANDED PRODUCTS,,369810.0,1415310.0,,2971531.0,10102799.0,,5.902299999999999,22.588499999999996
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 1,2MG+500Y,1,UNBRANDED PRODUCTS,,,1057.0,,,2288.0,,,0.0027999999999999995
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,1365360.0,4131150.0,,3117902.0,9220510.0,,3.6319,10.988599999999998
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,UNBRANDED PRODUCTS,,894450.0,2969010.0,,3637263.0,11798903.0,,4.7585,15.7952
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,2325540.0,10011720.0,35000790.0,12527624.0,42869150.0,118596766.0,24.7438,106.52479999999998,372.4083
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,GSMS INC.,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GSMS,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,30.0,,,39.0,,,0.0003,,
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,2243100.0,3256620.0,3521850.0,4521633.0,4803522.0,5368621.0,5.9666999999999994,8.6626,9.3682
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,23055630.0,34742250.0,40469070.0,66456010.0,80138157.0,75575530.0,245.31189999999992,369.65759999999995,430.5908999999999
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,INNOVATIVE BRANDED PRODUCTS,6715170.0,7133880.0,5834220.0,101130207.0,112098327.0,96310087.0,107.17410000000001,113.8566,93.11410000000001
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,INNOVATIVE BRANDED PRODUCTS,13981920.0,11060190.0,4992570.0,58884616.0,48431894.0,22921862.0,37.191900000000004,29.4199,13.280199999999999
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,INNOVATIVE BRANDED PRODUCTS,7635600.0,6997260.0,3934020.0,57526551.0,54909934.0,32358670.0,40.6214,37.2255,20.9288
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 1,8MG+2MG,1,INNOVATIVE BRANDED PRODUCTS,943.0,,,6353.0,,,0.01,,
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,INNOVATIVE BRANDED PRODUCTS,200112120.0,173529900.0,106112580.0,1507765768.0,1363418042.0,873123409.0,2129.1929,1846.3581000000001,1129.0375999999999
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,LANNETT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  LNET,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,277200.0,529980.0,,310350.0,490049.0,,0.7372999999999998,1.4095999999999997
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,LANNETT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  LNET,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,3766350.0,6179340.0,,5634492.0,8317361.0,,40.07400000000001,65.7481
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MALLINCKRODT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MALN,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,1480560.0,2241420.0,,495046.0,736618.0,,3.9383999999999997,5.962199999999999
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MALLINCKRODT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MALN,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,5037330.0,24563820.0,29740410.0,3397460.0,16131935.0,19580426.0,53.59720000000001,261.35900000000004,316.4379
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,UNBRANDED PRODUCTS,,153930.0,521850.0,,1190711.0,4020713.0,,2.4567,8.3286
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,,196200.0,,,320053.0,,,0.522
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,UNBRANDED PRODUCTS,,,146070.0,,,433105.0,,,0.7771
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 1,8MG+2MG,1,UNBRANDED PRODUCTS,,275.0,2.0,,1481.0,12.0,,0.0029,0.0
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,4400550.0,15457950.0,,16984630.0,45268299.0,,46.8219,164.4726
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 1,12MG+3MG,1,UNBRANDED PRODUCTS,,,15.0,,,107.0,,,0.0002
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,UNBRANDED PRODUCTS,,695310.0,1088580.0,,5187604.0,8203602.0,,11.0971,17.3738
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,2268330.0,3142080.0,,5847221.0,7559362.0,,24.1349,33.431799999999996
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 1,4MG+1MG,1,UNBRANDED PRODUCTS,,,227.0,,,791.0,,,0.0012000000000000001
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,UNBRANDED PRODUCTS,,1084050.0,1668870.0,,5209780.0,7663717.0,,5.7672,8.8784
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,23958510.0,36347640.0,,95878104.0,148726815.0,,254.9186,386.73889999999994
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 1.4MG+360Y 30,1.4MG+360Y,30,INNOVATIVE BRANDED PRODUCTS,1459290.0,1476240.0,1300260.0,5607082.0,5912106.0,5402411.0,2.7318,2.7635,2.434
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 11.4MG+2.9MG 30,11.4MG+2.9MG,30,INNOVATIVE BRANDED PRODUCTS,508260.0,688860.0,666420.0,7841505.0,11064971.0,11024693.0,7.730700000000001,10.4774,10.1363
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 2.9MG+710Y 30,2.9MG+710Y,30,INNOVATIVE BRANDED PRODUCTS,962640.0,1171230.0,1213470.0,7426519.0,9395302.0,10087358.0,3.6984000000000004,4.4998000000000005,4.662
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 5.7MG+1.4MG 30,5.7MG+1.4MG,30,INNOVATIVE BRANDED PRODUCTS,13402680.0,13423110.0,10831800.0,103232011.0,107682022.0,90005211.0,101.2706,101.4251,81.8452
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 700Y+180Y 30,700Y+180Y,30,INNOVATIVE BRANDED PRODUCTS,178950.0,294720.0,369870.0,693655.0,1186017.0,1532314.0,0.1676,0.27590000000000003,0.34640000000000004
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 8.6MG+2.1MG 30,8.6MG+2.1MG,30,INNOVATIVE BRANDED PRODUCTS,2613570.0,3408390.0,3197070.0,30242344.0,40774234.0,39596523.0,29.763299999999994,38.8146,36.4082
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  SUNP,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,140010.0,1353450.0,1687260.0,168585.0,808759.0,726240.0,0.3725,3.6001000000000003,4.4881
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  SUNP,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,1595250.0,8918700.0,12753720.0,3056308.0,8869443.0,9583131.0,16.9735,94.89479999999999,135.69969999999998
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,1938930.0,311910.0,26610.0,1118735.0,215289.0,77974.0,5.1575000000000015,0.8297,0.0708
US,RETAIL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,15814950.0,2603940.0,817680.0,17187275.0,7680309.0,3035112.0,168.2711,27.706,8.7002
